Player,Bref_ID,Sref_Cbb_ID
Leo Gottlieb,gottlle01,
Andrew Goudelock,goudean01,andrew-goudelock-1
Gerald Govan,govange01,
Bato Govedarica,govedba01,
Joe Graboski,grabojo01,
Ricky Grace,graceri01,ricky-grace-1
Calvin Graham,grahaca01,
Greg Graham,grahagr01,greg-graham-1
Joey Graham,grahajo01,joey-graham-1
Mal Graham,grahama01,
Orlando Graham,grahaor01,
Paul Graham,grahapa01,paul-graham-1
Stephen Graham,grahast01,stephen-graham-1
Treveon Graham,grahatr01,treveon-graham-1
Jim Grandholm,grandji01,jim-grandholm-1
Ron Grandison,grandro01,ron-grandison-1
Danny Granger,grangda01,danny-granger-1
Stewart Granger,grangst01,stewart-granger-1
Brian Grant,grantbr01,brian-grant-1
Bud Grant,grantbu01,harrybud-grant-1
Gary Grant,grantga01,gary-grant-1
Greg Grant,grantgr01,
Harvey Grant,grantha01,harvey-grant-1
Horace Grant,grantho01,horace-grant-1
Jerami Grant,grantje01,jerami-grant-1
Jerian Grant,grantje02,jerian-grant-1
Josh Grant,grantjo01,josh-grant-1
Paul Grant,grantpa01,paul-grant-1
Travis Grant,granttr01,
Don Grate,gratedo01,
Butch Graves,gravebu01,butch-graves-1
Aaron Gray,grayaa01,aaron-gray-1
Devin Gray,grayde01,devin-gray-1
Ed Gray,grayed01,ed-gray-1
Evric Gray,grayev01,evric-gray-1
Gary Gray,grayga01,
Leonard Gray,grayle01,
Stuart Gray,grayst01,stuart-gray-1
Sylvester Gray,graysy01,sylvester-gray-1
Wyndol Gray,graywy01,
Jeff Grayer,grayeje01,jeff-grayer-1
Bob Greacen,greacbo01,
A.C. Green,greenac01,ac-green-1
Danny Green,greenda02,danny-green-1
Devin Green,greende01,devin-green-1
Draymond Green,greendr01,draymond-green-1
Erick Green,greener01,erick-green-1
Gerald Green,greenge01,
JaMychal Green,greenja01,jamychal-green-1
Jeff Green,greenje02,jeff-green-1
Johnny Green,greenjo01,
Ken Green,greenke01,
Kenny Green,greenke02,kenny-green-1
Lamar Green,greenla01,
Litterial Green,greenli01,litterial-green-1
Luther Green,greenlu01,
Mike Green,greenmi01,mike-green-1
Rickey Green,greenri01,rickey-green-1
Sean Green,greense01,sean-green-1
Si Green,greensi01,
Sidney Green,greensi02,sidney-green-1
Steve Green,greenst01,
Taurean Green,greenta01,taurean-green-1
Tommie Green,greento01,
Willie Green,greenwi01,willie-green-1
Donte Greene,greendo01,donte-greene-1
Orien Greene,greenor01,
Jerry Greenspan,greenje01,
Dave Greenwood,greenda01,dave-greenwood-1
Hal Greer,greerha01,hal-greer-1
Lynn Greer,greerly01,lynn-greer-1
Gary Gregor,gregoga01,
Claude Gregory,gregocl01,claude-gregory-1
John Greig,greigjo01,john-greig-1
Norm Grekin,grekino01,
Kevin Grevey,greveke01,kevin-grevey-1
Dennis Grey,greyde01,
Adrian Griffin,griffad01,adrian-griffin-1
Blake Griffin,griffbl01,blake-griffin-1
Eddie Griffin,griffed01,eddie-griffin-1
Greg Griffin,griffgr01,
Paul Griffin,griffpa01,paul-griffin-1
Taylor Griffin,griffta01,taylor-griffin-1
Darrell Griffith,griffda01,darrell-griffith-1
Chuck Grigsby,grigsch01,
Derek Grimm,grimmde01,derek-grimm-1
Woody Grimshaw,grimswo01,
Dick Groat,groatdi01,dick-groat-1
Bob Gross,grossbo01,bob-gross-1
Mike Grosso,grossmi01,
Jerry Grote,groteje01,
Alex Groza,grozaal01,
Dick Grubar,grubadi01,
Anthony Grundy,grundan01,anthony-grundy-1
Ernie Grunfeld,grunfer01,ernie-grunfeld-1
Gene Guarilia,guarige01,
Petur Gudmundsson,gudmupe01,petur-gudmundsson-1
Richie Guerin,gueriri01,richie-guerin-1
Tom Gugliotta,guglito01,tom-gugliotta-1
Andres Guibert,guibean01,
Jay Guidinger,guidija01,
Coulby Gunther,gunthco01,
Dave Gunther,gunthda01,
Al Guokas,guokaal01,
Matt Guokas,guokama01,
Matt Guokas,guokama02,
Jorge Gutierrez,gutiejo01,jorge-gutierrez-1
A.J. Guyton,guytoaj01,aj-guyton-1
Rudy Hackett,hackeru01,
Hamed Haddadi,haddaha01,
Jim Hadnot,hadnoji01,
Scott Haffner,haffnsc01,scott-haffner-1
Cliff Hagan,hagancl01,cliff-hagan-1
Glenn Hagan,hagangl01,glenn-hagan-1
Tom Hagan,haganto01,
Robert Hahn,hahnro01,
Al Hairston,hairsal01,
Happy Hairston,hairsha01,
Lindsay Hairston,hairsli01,
Malik Hairston,hairsma01,malik-hairston-1
P.J. Hairston,hairspj02,pj-hairston-1
Marcus Haislip,haislma01,marcus-haislip-1
Chick Halbert,halbech01,
Swede Halbrook,halbrsw01,
Bruce Hale,halebr01,
Hal Hale,haleha01,
Jack Haley,haleyja01,jack-haley-1
Shaler Halimon,halimsh01,
Mike Hall,hallmi01,mike-hall-1
Jeff Halliburton,hallije01,
Darvin Ham,hamda01,darvin-ham-1
Steve Hamer,hamerst01,steve-hamer-1
Dale Hamilton,hamilda01,
Dennis Hamilton,hamilde01,
Joe Hamilton,hamiljo01,
Jordan Hamilton,hamiljo02,jordan-hamilton-2
Justin Hamilton,hamilju01,justin-hamilton-2
Ralph Hamilton,hamilra01,
Richard Hamilton,hamilri01,richard-hamilton-1
Roy Hamilton,hamilro01,roy-hamilton-1
Steve Hamilton,hamilst01,steve-hamilton-2
Tang Hamilton,hamilta01,tang-hamilton-1
Thomas Hamilton,hamilth01,
Zendon Hamilton,hamilze01,zendon-hamilton-1
Geert Hammink,hammige01,geert-hammink-1
Julian Hammond,hammoju01,
Tom Hammonds,hammoto01,tom-hammonds-1
A.J. Hammons,hammoaj01,aj-hammons-1
Joe Hamood,hamoojo01,
Darrin Hancock,hancoda01,darrin-hancock-1
Ben Handlogten,handlbe01,ben-handlogten-1
Cecil Hankins,hankice01,
Phil Hankinson,hankiph01,
Alex Hannum,hannual01,alex-hannum-1
Don Hanrahan,hanrado01,
Rollen Hans,hansro01,
Ben Hansbrough,hansbbe01,ben-hansbrough-1
Tyler Hansbrough,hansbty01,tyler-hansbrough-1
Bob Hansen,hansebo01,bob-hansen-1
Glenn Hansen,hansegl01,
Lars Hansen,hansela01,
Travis Hansen,hansetr01,travis-hansen-1
Reggie Hanson,hansore01,reggie-hanson-1
Bill Hanzlik,hanzlbi01,bill-hanzlik-1
Luke Harangody,haranlu01,luke-harangody-1
Anfernee Hardaway,hardaan01,anfernee-hardaway-1
Tim Hardaway,hardati01,tim-hardaway-1
Tim Hardaway,hardati02,tim-hardaway-jr-1
James Harden,hardeja01,james-harden-1
Reggie Harding,hardire01,
Charlie Hardnett,hardnch01,
Alan Hardy,hardyal01,alan-hardy-1
Darrell Hardy,hardyda01,
James Hardy,hardyja01,james-hardy-1
Ira Harge,hargeir01,
John Hargis,hargijo01,
Maurice Harkless,harklma01,maurice-harkless-1
Jerry Harkness,harknje01,
Skip Harlicka,harlisk01,
Jerome Harmon,harmoje01,jerome-harmon-1
Derek Harper,harpede01,derek-harper-1
Justin Harper,harpeju01,justin-harper-1
Mike Harper,harpemi01,
Ron Harper,harpero01,ron-harper-1
Matt Harpring,harprma01,matt-harpring-1
Montrezl Harrell,harremo01,montrezl-harrell-1
Josh Harrellson,harrejo01,josh-harrellson-1
Adam Harrington,harriad01,adam-harrington-1
Al Harrington,harrial01,
Junior Harrington,harriju01,
Othella Harrington,harriot01,othella-harrington-1
Art Harris,harriar01,
Bernie Harris,harribe01,
Billy Harris,harribi01,billy-harris-2
Bob Harris,harribo01,
Chris Harris,harrich01,
Devin Harris,harride01,devin-harris-1
Elias Harris,harriel01,elias-harris-1
Gary Harris,harriga01,gary-harris-1
Joe Harris,harrijo01,joe-harris--1
Lucious Harris,harrilu01,lucious-harris-1
Manny Harris,harrima01,manny-harris-1
Mike Harris,harrimi01,mike-harris-1
Steve Harris,harrist01,steve-harris-1
Terrel Harris,harrite01,terrel-harris-1
Tobias Harris,harrito02,tobias-harris-1
Tony Harris,harrito01,tony-harris-1
Aaron Harrison,harriaa01,aaron-harrison-1
Andrew Harrison,harrian01,andrew-harrison-1
Bob Harrison,harribo02,
David Harrison,harrida01,david-harrison-1
Jason Hart,hartja01,jason-hart-1
Antonio Harvey,harvean01,
Donnell Harvey,harvedo01,donnell-harvey-1
Scott Haskin,haskisc01,scott-haskin-1
Clem Haskins,haskicl01,
Udonis Haslem,hasleud01,udonis-haslem-1
Trenton Hassell,hassetr01,trenton-hassell-1
Billy Hassett,hassebi01,
Joe Hassett,hassejo01,joe-hassett-1
Scott Hastings,hastisc01,scott-hastings-1
Kirk Haston,hastoki01,kirk-haston-1
Vern Hatton,hattove01,
John Havlicek,havlijo01,john-havlicek-1
Spencer Hawes,hawessp01,spencer-hawes-1
Steve Hawes,hawesst01,steve-hawes-1
Connie Hawkins,hawkico01,
Hersey Hawkins,hawkihe01,hersey-hawkins-1
Juaquin Hawkins,hawkiju01,juaquin-hawkins-1
Marshall Hawkins,hawkima01,
Michael Hawkins,hawkimi01,michael-hawkins-1
Robert Hawkins,hawkiro01,
Tom Hawkins,hawkito01,
Nate Hawthorne,hawthna01,
Chuck Hayes,hayesch01,chuck-hayes-1
Elvin Hayes,hayesel01,elvin-hayes-1
Jarvis Hayes,hayesja01,jarvis-hayes-1
Jim Hayes,hayesji01,
Steve Hayes,hayesst01,steve-hayes-1
Gordon Hayward,haywago01,gordon-hayward-1
Lazar Hayward,haywala01,lazar-hayward-1
Brendan Haywood,haywobr01,brendan-haywood-1
Spencer Haywood,haywosp01,spencer-haywood-1
John Hazen,hazenjo01,
Walt Hazzard,abdulma01,
Luther Head,headlu01,luther-head-1
Shane Heal,healsh01,
Brian Heaney,heanebr01,
Gar Heard,heardga01,gar-heard-1
Herm Hedderick,heddehe01,
Alvin Heggs,heggsal01,alvin-heggs-1
Tom Heinsohn,heinsto01,tom-heinsohn-1
Dick Hemric,hemridi01,
Alan Henderson,hendeal01,alan-henderson-1
Cedric Henderson,hendece01,cedric-henderson-1
Cedric Henderson,hendece02,cedric-henderson-2
Dave Henderson,hendeda01,dave-henderson-1
Gerald Henderson,hendege01,gerald-henderson-1
Gerald Henderson,hendege02,gerald-henderson-2
J.R. Henderson,hendejr01,jr-henderson-1
Jerome Henderson,hendeje01,jerome-henderson-1
Kevin Henderson,hendeke01,kevin-henderson-1
Tom Henderson,hendeto01,tom-henderson-1
Mark Hendrickson,hendrma01,mark-hendrickson-1
Larry Hennessy,hennela01,
Don Henriksen,henrido01,
Al Henry,henryal01,
Bill Henry,henrybi01,
Carl Henry,henryca01,carl-henry-1
Conner Henry,henryco01,conner-henry-1
Skeeter Henry,henrysk01,skeeter-henry-1
Xavier Henry,henryxa01,xavier-henry-1
John Henson,hensojo01,john-henson-1
Steve Henson,hensost01,steve-henson-1
Charles Hentz,hentzch01,
Bill Herman,hermabi01,
Kleggie Hermsen,hermskl01,
Juan Hernangomez,hernaju01,
Willy Hernangomez,hernawi01,
Chris Herren,herrech01,chris-herren-1
Carl Herrera,herreca01,carl-herrera-1
Walter Herrmann,herrmwa01,
Keith Herron,herroke01,keith-herron-1
Sonny Hertzberg,hertzso01,
Dan Hester,hesteda01,
Fred Hetzel,hetzefr01,
Bill Hewitt,hewitbi01,
Jack Hewson,hewsoja01,
Art Heyman,heymaar01,
Mario Hezonja,hezonma01,
Roy Hibbert,hibbero01,roy-hibbert-1
Nat Hickey,hickena01,
Phil Hicks,hicksph01,
J.J. Hickson,hicksjj01,jj-hickson-1
Buddy Hield,hieldbu01,buddy-hield-1
Bill Higgins,higgibi01,
Cory Higgins,higgico01,cory-higgins-1
Earle Higgins,higgiea01,
Mike Higgins,higgimi01,
Rod Higgins,higgiro01,rod-higgins-1
Sean Higgins,higgise01,sean-higgins-1
Kenny Higgs,higgske01,kenny-higgs-1
Johnny High,highjo01,johnny-high-1
Wayne Hightower,hightwa01,
Nene Hilario,hilarne01,
Armond Hill,hillar01,armond-hill-1
Cleo Hill,hillcl01,
Gary Hill,hillga01,
George Hill,hillge01,george-hill-1
Grant Hill,hillgr01,grant-hill-1
Jordan Hill,hilljo01,jordan-hill-1
Simmie Hill,hillsi01,
Solomon Hill,hillso01,solomon-hill-1
Steven Hill,hillst01,steven-hill-1
Tyrone Hill,hillty01,tyrone-hill-1
Art Hillhouse,hillhar01,
Darrun Hilliard,hillida01,darrun-hilliard-1
Darnell Hillman,hillmda01,
Fred Hilton,hiltofr01,
Kirk Hinrich,hinriki01,kirk-hinrich-1
Roy Hinson,hinsoro01,roy-hinson-1
Mel Hirsch,hirscme01,
Lew Hitch,hitchle01,
Robert Hite,hitero01,robert-hite-1
Darington Hobson,hobsoda01,darington-hobson-1
Donald Hodge,hodgedo01,donald-hodge-1
Julius Hodge,hodgeju01,julius-hodge-1
Craig Hodges,hodgecr01,craig-hodges-1
Charlie Hoefer,hoefech01,
Paul Hoffman,hoffmpa01,
Bob Hogsett,hogsebo01,
Paul Hogue,hoguedu01,
Fred Hoiberg,hoibefr01,fred-hoiberg-1
Doug Holcomb,holcodo01,
Randy Holcomb,holcora01,randy-holcomb-1
Jrue Holiday,holidjr01,jrue-holiday-1
Justin Holiday,holidju01,justin-holiday-1
Brad Holland,hollabr01,brad-holland-1
Joe Holland,hollajo01,
Wilbur Holland,hollawi01,
Lionel Hollins,hollili01,lionel-hollins-1
Ryan Hollins,holliry01,ryan-hollins-1
Essie Hollis,hollies01,
Rondae Hollis-Jefferson,holliro01,rondae-hollis-jefferson-1
Dennis Holman,holmade01,
Richaun Holmes,holmeri01,richaun-holmes-1
Jim Holstein,holstji01,
A.W. Holt,holtaw01,
Mike Holton,holtomi01,mike-holton-1
Dick Holub,holubdi01,
Joe Holup,holupjo01,
Red Holzman,holzmre01,
Jerald Honeycutt,honeyje01,jerald-honeycutt-1
Tyler Honeycutt,honeyty01,tyler-honeycutt-1
Derek Hood,hoodde01,derek-hood-1
Rodney Hood,hoodro01,rodney-hood-1
Bobby Hooper,hoopebo01,
Carroll Hooser,hooseca01,
Tom Hoover,hooveto01,
Bob Hopkins,hopkibo01,
Dave Hoppen,hoppeda01,dave-hoppen-1
Dennis Hopson,hopsode01,dennis-hopson-1
Scotty Hopson,hopsosc01,scotty-hopson-1
Johnny Horan,horanjo01,
Cedrick Hordges,hordgce01,cedrick-hordges-1
Al Horford,horfoal01,al-horford-1
Tito Horford,horfoti01,tito-horford-1
Ron Horn,hornro01,
Jeff Hornacek,hornaje01,jeff-hornacek-1
Dennis Horner,hornede01,dennis-horner-1
Robert Horry,horryro01,robert-horry-1
Ed Horton,hortoed01,ed-horton-1
Bill Hosket,hoskebi01,
Bob Houbregs,houbrbo01,
Danuel House,houseda01,danuel-house-1
Eddie House,houseed01,eddie-house-1
Allan Houston,houstal01,allan-houston-1
Byron Houston,houstby01,byron-houston-1
Tom Hovasse,hovasto01,tom-hovasse-1
Brian Howard,howarbr01,brian-howard-1
Dwight Howard,howardw01,
Greg Howard,howargr01,
Josh Howard,howarjo01,josh-howard-1
Juwan Howard,howarju01,juwan-howard-1
Mo Howard,howarmo01,
Otis Howard,howarot01,
Stephen Howard,howarst01,stephen-howard-1
Bailey Howell,howelba01,bailey-howell-1
Bob Hubbard,hubbabo01,
Phil Hubbard,hubbaph01,phil-hubbard-1
Lester Hudson,hudsole01,lester-hudson-1
Lou Hudson,hudsolo01,lou-hudson-1
Troy Hudson,hudsotr01,troy-hudson-1
Marcelo Huertas,huertma01,
Josh Huestis,huestjo01,josh-huestis-1
Nate Huffman,huffmna01,nate-huffman-1
Alfredrick Hughes,hugheri01,rick-hughes-1
Eddie Hughes,hugheed01,eddie-hughes-1
Kim Hughes,hugheki01,kim-hughes-1
Larry Hughes,hughela01,larry-hughes-1
Rick Hughes,hugheri02,rick-hughes-1
Robbie Hummel,hummero01,robbie-hummel-1
John Hummer,hummejo01,
Ryan Humphrey,humphry01,ryan-humphrey-1
Jay Humphries,humphja01,jay-humphries-1
Kris Humphries,humphkr01,kris-humphries-1
Hot Rod Hundley,hundlho01,
Brandon Hunter,huntebr01,brandon-hunter-1
Cedric Hunter,huntece01,cedric-hunter-1
Chris Hunter,huntech01,chris-hunter-1
Les Hunter,huntele01,
Lindsey Hunter,hunteli01,lindsey-hunter-1
Othello Hunter,hunteot01,othello-hunter-1
R.J. Hunter,hunterj01,rj-hunter-1
Steven Hunter,huntest01,steven-hunter-1
Bobby Hurley,hurlebo01,bobby-hurley-1
Roy Hurley,hurlero01,
Geoff Huston,hustoge01,geoff-huston-1
Paul Huston,hustopa01,
Mel Hutchins,hutchme01,
Joe Hutton,huttojo01,
Greg Hyder,hydergr01,
Marc Iavaroni,iavarma01,marc-iavaroni-1
Serge Ibaka,ibakase01,
Andre Iguodala,iguodan01,andre-iguodala-1
Zydrunas Ilgauskas,ilgauzy01,
Mile Ilic,ilicmi01,
Didier Ilunga-Mbenga,mbengdj01,
Ersan Ilyasova,ilyaser01,
Darrall Imhoff,imhofda01,
Tom Ingelsby,ingelto01,
Joe Ingles,inglejo01,
Damien Inglis,inglida01,
Brandon Ingram,ingrabr01,brandon-ingram-1
McCoy Ingram,ingramc01,
Ervin Inniger,inniger01,
Byron Irvin,irvinby01,byron-irvin-1
George Irvine,irvinge01,
Kyrie Irving,irvinky01,kyrie-irving-1
Dan Issel,isselda01,dan-issel-1
Mike Iuzzolino,iuzzomi01,mike-iuzzolino-1
Allen Iverson,iversal01,allen-iverson-1
Willie Iverson,iverswi01,
Royal Ivey,iveyro01,royal-ivey-1
Elvin Ivory,ivoryel01,
Warren Jabali,jabalwa01,
Jarrett Jack,jackja01,jarrett-jack-1
Al Jackson,jacksal01,
Bobby Jackson,jacksbo01,bobby-jackson-1
Cedric Jackson,jacksce01,cedric-jackson-1
Darnell Jackson,jacksda01,darnell-jackson-1
Demetrius Jackson,jacksde01,demetrius-jackson-2
Greg Jackson,jacksgr01,
Jaren Jackson,jacksja01,jaren-jackson-1
Jermaine Jackson,jacksje01,
Jim Jackson,jacksji01,jim-jackson-1
Luke Jackson,jackslu01,
Luke Jackson,jackslu02,luke-jackson-1
Marc Jackson,jacksma02,marc-jackson-1
Mark Jackson,jacksma01,mark-jackson-1
Mervin Jackson,jacksme01,
Michael Jackson,jacksmi02,michael-jackson-1
Mike Jackson,jacksmi01,
Myron Jackson,jacksmy01,
Phil Jackson,jacksph01,
Pierre Jackson,jackspi01,pierre-jackson-1
Ralph Jackson,jacksra01,ralph-jackson-1
Randell Jackson,jacksra02,randell-jackson-1
Reggie Jackson,jacksre01,reggie-jackson-1
Stanley Jackson,jacksst01,stanley-jackson-1
Stephen Jackson,jacksst02,
Tony Jackson,jacksto01,
Tony Jackson,jacksto02,tony-jackson-1
Tracy Jackson,jackstr01,tracy-jackson-1
Wardell Jackson,jackswa01,
Fred Jacobs,jacobfr01,
Casey Jacobsen,jacobca01,casey-jacobsen-1
Sam Jacobson,jacobsa01,sam-jacobson-1
Dave Jamerson,jamerda01,dave-jamerson-1
Aaron James,jamesaa01,
Bernard James,jamesbe01,bernard-james--1
Billy James,jamesbi01,
Damion James,jamesda01,damion-james-1
Gene James,jamesge01,
Henry James,jameshe01,
Jerome James,jamesje01,jerome-james-1
LeBron James,jamesle01,
Mike James,jamesmi01,mike-james-1
Tim James,jamesti01,tim-james-1
Antawn Jamison,jamisan01,antawn-jamison-1
Harold Jamison,jamisha01,harold-jamison-1
John Janisch,janisjo01,
Howie Janotta,janotho01,
Marko Jaric,jaricma01,
Tony Jaros,jarosto01,
Jim Jarvis,jarviji01,
Sarunas Jasikevicius,jasiksa01,sarunas-jasikevicius-1
Nathan Jawai,jawaina01,
Buddy Jeannette,jeannbu01,
Abdul Jeelani,jeelaab01,
Chris Jefferies,jeffech01,chris-jefferies-1
Othyus Jeffers,jeffeot01,othyus-jeffers-1
Al Jefferson,jeffeal01,
Cory Jefferson,jeffeco01,cory-jefferson-1
Dontell Jefferson,jeffedo01,dontell-jefferson-1
Richard Jefferson,jefferi01,richard-jefferson-1
Jared Jeffries,jeffrja01,jared-jeffries-1
Charles Jenkins,jenkich01,charles-jenkins-1
Horace Jenkins,jenkiho01,
John Jenkins,jenkijo01,john-jenkins-1
Brandon Jennings,jennibr01,
Keith Jennings,jennike01,keith-jennings-1
Chris Jent,jentch01,chris-jent-1
Les Jepsen,jepsele01,les-jepsen-1
Jonas Jerebko,jerebjo01,
Grant Jerrett,jerregr01,grant-jerrett-1
Eugene Jeter,jetereu01,pooh-jeter-1
Hal Jeter,jeterha01,
Yi Jianlian,jianlyi01,
Britton Johnsen,johnsbr01,britton-johnsen-1
Alexander Johnson,johnsal01,alexander-johnson-1
Amir Johnson,johnsam01,
Andy Johnson,johnsan01,
Anthony Johnson,johnsan02,
Armon Johnson,johnsar02,armon-johnson-1
Arnie Johnson,johnsar01,
Avery Johnson,johnsav01,avery-johnson-1
Brice Johnson,johnsbr02,brice-johnson-1
Buck Johnson,johnsbu01,buck-johnson-1
Carldell Johnson,johnsca01,carldell-johnson-1
Charles Johnson,johnsch01,
Cheese Johnson,johnsch02,cheese-johnson-1
Chris Johnson,johnsch03,chris-johnson-2
Chris Johnson,johnsch04,chris-johnson-1
Clay Johnson,johnscl02,clay-johnson-1
Clemon Johnson,johnscl01,
Darryl Johnson,johnsda02,darryl-johnson-1
Dave Johnson,johnsda01,dave-johnson-1
DeMarco Johnson,johnsde02,demarco-johnson-1
Dennis Johnson,johnsde01,dennis-johnson-1
DerMarr Johnson,johnsde03,dermarr-johnson-1
Ed Johnson,johnsed01,
Eddie Johnson,johnsed02,eddie-johnson-1
Eddie Johnson,johnsed03,eddie-johnson-2
Eric Johnson,johnser01,eric-johnson-1
Ervin Johnson,johnser02,ervin-johnson-1
Frank Johnson,johnsfr01,frank-johnson-1
George Johnson,johnsge01,
George Johnson,johnsge02,
George Johnson,johnsge03,george-johnson-1
Gus Johnson,johnsgu01,gus-johnson-1
Harold Johnson,johnsha01,
Ivan Johnson,johnsiv01,ivan-johnson-1
JaJuan Johnson,johnsja02,jajuan-johnson-1
James Johnson,johnsja01,james-johnson-2
Joe Johnson,johnsjo02,joe-johnson-1
John Johnson,johnsjo01,john-johnson-1
Kannard Johnson,johnska01,kannard-johnson-1
Ken Johnson,johnske01,ken-johnson-1
Ken Johnson,johnske03,ken-johnson-2
Kevin Johnson,johnske02,kevin-johnson-1
Larry Johnson,johnsla01,
Larry Johnson,johnsla02,larry-johnson-1
Lee Johnson,johnsle01,
Linton Johnson,johnsli01,linton-johnson-1
Magic Johnson,johnsma02,magic-johnson-1
Marques Johnson,johnsma01,marques-johnson-1
Mickey Johnson,johnsmi01,
Neil Johnson,johnsne02,
Nick Johnson,johnsni01,nick-johnson-1
Ollie Johnson,johnsol01,ollie-johnson-1
Orlando Johnson,johnsor01,orlando-johnson-1
Ralph Johnson,johnsra01,
Reggie Johnson,johnsre01,reggie-johnson-1
Rich Johnson,johnsri01,
Ron Johnson,johnsro01,
Stanley Johnson,johnsst04,stanley-johnson-1
Steffond Johnson,johnsst02,steffond-johnson-1
Steve Johnson,johnsst03,steve-johnson-2
Stew Johnson,johnsst01,
Trey Johnson,johnstr01,trey-johnson-1
Tyler Johnson,johnsty01,tyler-johnson-2
Vinnie Johnson,johnsvi01,vinnie-johnson-1
Wesley Johnson,johnswe01,wes-johnson-1
Darius Johnson-Odom,johnsda03,darius-johnson-odom-1
Nate Johnston,johnsna01,
Neil Johnston,johnsne01,neil-johnston-1
Jim Johnstone,johnsji01,jim-johnstone-1
Nikola Jokic,jokicni01,
Howie Jolliff,jolifho01,
Alvin Jones,jonesal01,alvin-jones-1
Anthony Jones,jonesan01,anthony-jones-1
Askia Jones,jonesas01,askia-jones-1
Bill Jones,jonesbi01,bill-jones-1
Bobby Jones,jonesbo01,bobby-jones-1
Bobby Jones,jonesbo02,bobby-jones-2
Caldwell Jones,jonesca01,
Charles Jones,jonesch01,
Charles Jones,jonesch02,charles-jones-1
Charles Jones,jonesch03,charles-jones-2
Collis Jones,jonesco01,
Dahntay Jones,jonesda02,dahntay-jones-1
Damian Jones,jonesda03,damian-jones-1
Damon Jones,jonesda01,damon-jones-1
DeQuan Jones,jonesde01,dequan-jones-1
Derrick Jones,jonesde02,derrick-jonesjr-1
Dominique Jones,jonesdo02,dominique-jones-1
Dontae' Jones,jonesdo01,dontae-jones-1
Dwayne Jones,jonesdw02,dwayne-jones-1
Dwight Jones,jonesdw01,dwight-jones-1
Earl Jones,jonesea01,
Eddie Jones,jonesed02,eddie-jones-1
Edgar Jones,jonesed01,edgar-jones-1
Fred Jones,jonesfr01,fred-jones-1
Hutch Jones,joneshu01,hutch-jones-1
Jake Jones,jonesja01,
James Jones,jonesja02,james-jones-1
Jimmy Jones,jonesji01,
Johnny Jones,jonesjo01,
Jumaine Jones,jonesju01,jumaine-jones-1
K.C. Jones,joneskc01,kc-jones-1
Kevin Jones,joneske01,kevin-jones-5
Larry Jones,jonesla01,
Major Jones,jonesma01,
Mark Jones,jonesma02,mark-jones-1
Mark Jones,jonesma03,mark-jones-2
Nick Jones,jonesni01,
Ozell Jones,jonesoz01,ozell-jones-1
Perry Jones,jonespe01,perry-jones-1
Popeye Jones,jonespo01,popeye-jones-1
Rich Jones,jonesri01,
Robin Jones,jonesro01,
Sam Jones,jonessa01,
Shelton Jones,jonessh01,shelton-jones-1
Solomon Jones,jonesso01,solomon-jones-1
Steve Jones,jonesst01,
Terrence Jones,joneste01,terrence-jones-1
Tyus Jones,jonesty01,tyus-jones-1
Wah Wah Jones,joneswa01,
Wali Jones,joneswa02,
Wil Jones,joneswi02,
Willie Jones,joneswi01,
Adonis Jordan,jordaad01,adonis-jordan-1
Charles Jordan,jordach01,
DeAndre Jordan,jordade01,deandre-jordan-1
Eddie Jordan,jordaed01,eddie-jordan-1
Jerome Jordan,jordaje01,jerome-jordan-1
Michael Jordan,jordami01,michael-jordan-1
Reggie Jordan,jordare01,reggie-jordan-1
Thomas Jordan,jordath01,thomas-jordan-1
Walter Jordan,jordawa01,walter-jordan-1
Phil Jordon,jordoph01,
Johnny Jorgensen,jorgejo01,
Noble Jorgensen,jorgeno01,
Roger Jorgensen,jorgero01,
Cory Joseph,josepco01,cory-joseph-1
Garth Joseph,josepga01,
Kris Joseph,josepkr01,kris-joseph-1
Yvon Joseph,josepyv01,yvon-joseph-1
Kevin Joyce,joyceke01,
Butch Joyner,joynebu01,
Jeff Judkins,judkije01,jeff-judkins-1
Whitey Kachan,kachawh01,
George Kaftan,kaftage01,
Ed Kalafat,kalafed01,
Chris Kaman,kamanch01,chris-kaman-1
Frank Kaminsky,kaminfr01,frank-kaminsky-1
Enes Kanter,kanteen01,
Ralph Kaplowitz,kaplora01,
Jason Kapono,kaponja01,jason-kapono-1
Tony Kappen,kappeto01,
Sergey Karasev,karasse01,
Coby Karl,karlco01,coby-karl-1
George Karl,karlge01,
Ed Kasid,kasided01,
Mario Kasun,kasunma01,
Leo Katkaveck,katkale01,
Bob Kauffman,kauffbo01,
Sasha Kaun,kaunsa01,sasha-kaun-1
Wilbert Kautz,kautzwi01,
Clarence Kea,keacl01,clarence-kea-1
Mike Kearns,kearnmi01,
Tommy Kearns,kearnto01,
Adam Keefe,keefead01,adam-keefe-1
Harold Keeling,keeliha01,harold-keeling-1
Bill Keller,kellebi01,
Gary Keller,kellega01,
Ken Keller,kelleke01,
Rich Kelley,kelleri01,rich-kelley-1
Clark Kellogg,kellocl01,clark-kellogg-1
Arvesta Kelly,kellyar01,
Jerry Kelly,kellyje01,
Ryan Kelly,kellyry01,ryan-kelly-3
Tom Kelly,kellyto01,
Greg Kelser,kelsegr01,greg-kelser-1
Ben Kelso,kelsobe01,
Shawn Kemp,kempsh01,
Tim Kempton,kemptti01,tim-kempton-1
Frank Kendrick,kendrfr01,
